name,state,city,monthlyIncome,internetUsed,dataPackExpense,foodFuelExpensePercent,hasLoan,familyMembers,childrenCount,childrenStatus,cookingTogether,lpgRefillFrequency,earningMembers,dependentMembers,jobType,emergencyFundSource,facedEmergency,assets,hasLand,ownsVehicle,incomeCycle,savings,awareOfGovtScheme,pastLoanDefault,lpgPreference,lpgChallenges,cylinderPreference,score,risk_category
Person_5933,Bihar,Arrah,5306,no,147,0-25%,no,7,0,study,yes,>2 months,3,4,self-employed,friends,no,fan,no,no,daily,4282,yes,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_6926,Jharkhand,Ranchi,13152,yes,193,26-50%,no,4,3,not study,yes,<1 month,1,3,migrant-labour,family,no,tv,yes,yes,monthly,920,yes,yes,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person 74,Karnataka,Hubli,9813,yes,200,51-75%,no,7,0,working,no,3-4 months,1,4,daily-wager,family,no,none,yes,no,daily,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_5595,Rajasthan,Sikar,11565,yes,56,51-75%,yes,2,0,study,yes,1-2 months,1,1,farmer,savings,no,"mobile,fan",yes,yes,monthly,869,yes,no,LPG,none,5kg,653.8461538461539,Medium Risk
Person_5220,Gujarat,Junagadh,9198,yes,171,76-100%,yes,7,1,study,no,1-2 months,5,2,migrant-labour,savings,no,none,no,yes,monthly,223,yes,yes,LPG,none,5kg,584.6153846153845,Medium Risk
Person_3961,Jharkhand,Jamshedpur,7170,no,103,51-75%,yes,6,0,not study,yes,>2 months,1,5,migrant-labour,friends,yes,none,no,yes,weekly,3651,no,yes,LPG,cost,5kg,169.23076923076923,High Risk
Person_1582,Rajasthan,Pali,8646,no,20,0-25%,yes,5,4,study,yes,>2 months,1,4,daily-wager,savings,no,"mobile,tv",no,no,daily,2359,yes,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_2473,Bihar,Patna,13556,no,120,76-100%,yes,8,0,study,yes,>2 months,1,7,farmer,savings,yes,mobile,no,no,daily,3903,no,yes,LPG,availability,14.2kg,169.23076923076923,High Risk
Person_7938,Jharkhand,Dhanbad,8041,yes,68,26-50%,no,5,3,study,yes,1-2 months,3,2,unemployed,money-lender,no,tv,no,yes,monthly,4266,yes,no,LPG,distance,14.2kg,1000.0,Low Risk
Person_4076,Rajasthan,Pali,4698,no,70,51-75%,yes,8,0,not study,no,1-2 months,1,7,part-time,savings,no,none,yes,yes,weekly,2618,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_6359,Bihar,Gaya,7016,no,154,0-25%,yes,6,1,study,no,1-2 months,5,1,farmer,family,yes,tv,yes,no,weekly,2599,yes,no,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_3424,Bihar,Muzaffarpur,9238,no,182,0-25%,yes,4,0,study,no,1-2 months,3,1,self-employed,friends,no,tv,yes,no,monthly,2897,no,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person_1289,Gujarat,Ahmedabad,11473,yes,12,76-100%,yes,2,0,not study,yes,<1 month,1,1,unemployed,savings,no,mobile,yes,no,daily,4931,no,yes,LPG,cost,14.2kg,376.92307692307696,High Risk
Person 53,Karnataka,Bengaluru,11375,no,0,>75%,yes,3,0,working,no,3-4 months,3,1,daily-wager,none,yes,vehicle,no,yes,daily,200,yes,no,LPG,cost,5kg,584.6153846153845,Medium Risk
Person_5164,Jharkhand,Jamshedpur,5175,no,39,76-100%,yes,2,0,study,no,<1 month,1,1,self-employed,friends,yes,none,no,no,monthly,3515,no,no,LPG,availability,5kg,307.69230769230774,High Risk
Person 2,Maharashtra,Mumbai,15210,yes,200,51-75%,yes,8,2,working,no,3-4 months,1,5,security-guard,none,yes,vehicle,no,no,monthly,500,no,yes,LPG,cost,14kg,238.46153846153848,High Risk
Person_9495,Rajasthan,Jaipur,13691,no,109,26-50%,yes,4,2,not study,yes,>2 months,1,3,part-time,money-lender,yes,none,yes,yes,daily,1041,no,yes,LPG,availability,5kg,169.23076923076923,High Risk
Person 90,Uttar Pradesh,Agra,6168,yes,0,>75%,no,3,0,working,yes,3-4 months,1,0,cleaner,savings,no,land,yes,yes,weekly,500,no,yes,LPG,cost,5kg,584.6153846153845,Medium Risk
Person_2982,Rajasthan,Udaipur,9418,yes,157,0-25%,yes,8,1,study,no,<1 month,3,5,self-employed,family,yes,mobile,no,no,weekly,1158,yes,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person_3679,Jharkhand,Ramgarh,12922,no,172,76-100%,no,2,1,study,no,1-2 months,1,1,unemployed,friends,no,none,no,no,weekly,2959,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person 41,Uttar Pradesh,Allahabad,16323,yes,50,<25%,no,3,1,working,yes,3-4 months,2,2,daily-wager,none,yes,mobile,no,no,monthly,0,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_4452,Rajasthan,Pali,4472,yes,186,76-100%,no,2,0,study,yes,>2 months,1,1,daily-wager,savings,no,mobile,no,yes,monthly,2183,no,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person_9495,Rajasthan,Jaipur,13691,no,109,26-50%,yes,4,2,not study,yes,>2 months,1,3,part-time,money-lender,yes,none,yes,yes,daily,1041,no,yes,LPG,availability,5kg,169.23076923076923,High Risk
Person_8131,Gujarat,Bhavnagar,10026,no,178,76-100%,yes,3,0,not study,yes,<1 month,1,2,daily-wager,money-lender,no,fan,yes,yes,monthly,3184,yes,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person 18,Uttar Pradesh,Meerut,7120,yes,50,51-75%,no,4,1,study,yes,5-6 months,3,3,security-guard,savings,yes,mobile,no,yes,monthly,1000,yes,yes,LPG,cost,14kg,376.92307692307696,High Risk
Person_7902,Rajasthan,Jodhpur,12654,yes,163,51-75%,no,5,4,study,no,>2 months,4,1,part-time,savings,yes,fan,no,yes,weekly,3746,no,yes,LPG,availability,14.2kg,584.6153846153845,Medium Risk
Person 23,Uttar Pradesh,Agra,16359,no,200,51-75%,no,8,2,study,yes,1-2 months,1,6,security-guard,none,no,vehicle,no,no,weekly,200,no,yes,LPG,availability,14kg,446.1538461538462,Medium Risk
Person_4846,Jharkhand,Ramgarh,3680,no,158,51-75%,no,3,1,not study,yes,>2 months,1,2,migrant-labour,friends,no,tv,no,yes,monthly,4282,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_3339,Jharkhand,Hazaribagh,5897,no,95,0-25%,yes,2,0,not study,no,>2 months,1,1,unemployed,savings,yes,"mobile,tv",no,yes,weekly,663,yes,no,LPG,availability,5kg,376.92307692307696,High Risk
Person_5562,Bihar,Bhagalpur,7729,yes,79,51-75%,no,4,0,study,yes,1-2 months,3,1,unemployed,friends,no,none,yes,no,daily,34,yes,no,LPG,availability,14.2kg,792.3076923076924,Low Risk
Person 26,Maharashtra,Nashik,8364,yes,50,<25%,no,4,0,study,no,1-2 months,2,2,domestic-worker,family,yes,land,yes,no,daily,1000,yes,yes,LPG,none,14kg,376.92307692307696,High Risk
Person_7789,Bihar,Arrah,7098,no,10,76-100%,yes,5,2,study,no,<1 month,1,4,part-time,money-lender,no,mobile,yes,yes,weekly,2728,yes,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person_5053,Bihar,Begusarai,9722,no,174,0-25%,yes,8,4,study,no,1-2 months,1,7,self-employed,savings,yes,"mobile,fan",yes,yes,weekly,3640,no,no,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_4336,Rajasthan,Ajmer,12017,no,149,51-75%,no,5,1,study,no,1-2 months,3,2,part-time,family,no,none,no,no,weekly,1818,no,no,LPG,none,5kg,723.0769230769231,Low Risk
Person_2481,Rajasthan,Udaipur,6752,no,52,51-75%,yes,8,0,not study,yes,1-2 months,4,4,migrant-labour,savings,no,mobile,no,no,weekly,2275,no,yes,LPG,none,5kg,238.46153846153848,High Risk
Person_6379,Gujarat,Ahmedabad,7546,no,113,0-25%,no,5,1,not study,yes,1-2 months,1,4,migrant-labour,savings,no,tv,yes,yes,daily,949,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person_8360,Bihar,Muzaffarpur,11890,no,127,0-25%,no,7,2,study,yes,<1 month,6,1,daily-wager,family,no,"mobile,tv",no,yes,weekly,4024,no,yes,LPG,cost,14.2kg,653.8461538461539,Medium Risk
Person 32,Karnataka,Belgaum,14434,yes,200,25-50%,no,8,1,working,no,1-2 months,1,6,labourer,savings,yes,land,yes,no,monthly,200,no,yes,LPG,cost,14kg,307.69230769230774,High Risk
Person_5894,Rajasthan,Bikaner,5650,yes,123,26-50%,no,4,1,study,no,<1 month,3,1,farmer,money-lender,no,mobile,no,no,monthly,2410,yes,yes,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person_7070,Rajasthan,Kota,12686,yes,24,51-75%,no,2,1,not study,no,1-2 months,1,1,part-time,money-lender,no,none,yes,yes,monthly,1841,no,no,LPG,distance,5kg,723.0769230769231,Low Risk
Person_9320,Bihar,Muzaffarpur,11358,yes,140,26-50%,yes,8,1,study,yes,<1 month,7,1,farmer,friends,no,"mobile,fan",no,no,monthly,3549,no,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person 12,Uttar Pradesh,Agra,11411,no,200,25-50%,yes,5,0,study,no,3-4 months,3,4,labourer,savings,yes,mobile,no,yes,daily,0,no,yes,LPG,availability,14kg,169.23076923076923,High Risk
Person_7920,Bihar,Muzaffarpur,6534,no,124,51-75%,no,5,2,not study,yes,1-2 months,1,4,unemployed,family,no,tv,yes,no,weekly,5000,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person 71,Maharashtra,Nashik,12571,no,0,<25%,yes,5,0,working,no,5-6 months,3,2,vendor,none,no,none,yes,yes,daily,500,no,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person 73,Karnataka,Mangalore,18046,yes,0,51-75%,yes,4,2,study,no,5-6 months,1,1,daily-wager,savings,yes,land,no,yes,daily,500,yes,yes,LPG,none,5kg,376.92307692307696,High Risk
Person 66,Uttar Pradesh,Lucknow,7142,no,200,<25%,no,3,1,working,yes,5-6 months,2,2,labourer,savings,no,mobile,yes,no,weekly,200,no,yes,LPG,cost,5kg,307.69230769230774,High Risk
Person_8969,Bihar,Begusarai,14598,no,189,26-50%,yes,6,4,not study,yes,1-2 months,4,2,part-time,money-lender,no,fan,no,yes,weekly,4884,no,yes,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_1208,Jharkhand,Deoghar,13331,no,110,0-25%,yes,7,1,study,yes,>2 months,3,4,daily-wager,money-lender,no,"mobile,tv",yes,no,daily,653,no,yes,LPG,none,14.2kg,238.46153846153848,High Risk
Person_4285,Gujarat,Vadodara,5522,yes,152,26-50%,no,7,3,study,yes,<1 month,1,6,daily-wager,money-lender,no,"mobile,tv",yes,no,monthly,1257,no,no,LPG,availability,5kg,584.6153846153845,Medium Risk
Person 6,Karnataka,Mangalore,9257,no,50,25-50%,yes,3,1,study,no,1-2 months,2,2,security-guard,none,no,mobile,no,yes,weekly,200,no,no,LPG,cost,14kg,515.3846153846155,Medium Risk
Person_9978,Gujarat,Junagadh,9006,no,61,76-100%,no,7,0,not study,yes,<1 month,3,4,farmer,money-lender,yes,"mobile,tv",yes,no,weekly,2061,no,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person 78,Karnataka,Mangalore,6009,yes,100,25-50%,yes,5,0,study,yes,1-2 months,3,2,labourer,savings,no,mobile,yes,no,daily,200,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_3110,Rajasthan,Jodhpur,12948,no,191,76-100%,yes,6,2,not study,no,>2 months,5,1,unemployed,family,no,"mobile,fan",yes,yes,weekly,2649,no,no,LPG,availability,14.2kg,723.0769230769231,Low Risk
Person_7002,Rajasthan,Alwar,3465,no,50,26-50%,no,2,0,not study,yes,1-2 months,1,1,farmer,family,no,"mobile,fan",yes,no,weekly,2195,yes,yes,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_8660,Jharkhand,Giridih,5594,yes,157,26-50%,yes,2,0,study,yes,<1 month,1,1,self-employed,money-lender,no,none,no,yes,weekly,3343,no,no,LPG,cost,5kg,584.6153846153845,Medium Risk
Person 60,Uttar Pradesh,Allahabad,17986,no,0,>75%,yes,7,1,working,no,3-4 months,3,6,cleaner,family,yes,land,yes,no,weekly,500,yes,no,LPG,cost,14kg,446.1538461538462,Medium Risk
Person_4452,Rajasthan,Pali,4472,yes,186,76-100%,no,2,0,study,yes,>2 months,1,1,daily-wager,savings,no,mobile,no,yes,monthly,2183,no,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person_1528,Bihar,Bhagalpur,7055,no,60,76-100%,no,3,0,not study,no,1-2 months,1,2,self-employed,savings,no,fan,no,yes,monthly,3939,no,no,LPG,availability,14.2kg,653.8461538461539,Medium Risk
Person_5478,Rajasthan,Sikar,12495,no,64,51-75%,yes,2,1,study,yes,>2 months,1,1,unemployed,money-lender,yes,"mobile,fan",yes,yes,monthly,608,yes,yes,LPG,cost,14.2kg,238.46153846153848,High Risk
Person_4642,Rajasthan,Jodhpur,9459,yes,98,0-25%,yes,4,3,study,yes,>2 months,1,3,self-employed,savings,no,"mobile,tv",no,no,monthly,2888,no,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person 96,Uttar Pradesh,Bareilly,17603,yes,50,<25%,no,6,1,working,no,5-6 months,2,4,vendor,savings,no,mobile,yes,no,weekly,500,no,no,LPG,availability,14kg,723.0769230769231,Low Risk
Person_4894,Rajasthan,Bikaner,13522,yes,60,26-50%,no,8,3,study,yes,1-2 months,4,4,self-employed,savings,no,none,yes,yes,monthly,3713,yes,no,LPG,none,14.2kg,861.5384615384615,Low Risk
Person_7357,Rajasthan,Pali,8213,yes,77,26-50%,no,7,3,not study,no,1-2 months,1,6,daily-wager,family,no,fan,no,no,weekly,4125,yes,no,LPG,cost,14.2kg,792.3076923076924,Low Risk
Person_6866,Rajasthan,Sikar,14322,yes,87,51-75%,yes,4,1,study,no,<1 month,2,2,daily-wager,savings,no,tv,no,yes,weekly,1915,yes,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_5309,Gujarat,Ahmedabad,14413,no,34,26-50%,yes,4,0,study,yes,>2 months,3,1,farmer,savings,no,"mobile,fan",no,no,weekly,1478,no,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_6362,Gujarat,Bhavnagar,8926,yes,95,26-50%,yes,2,1,not study,no,<1 month,1,1,daily-wager,savings,yes,mobile,yes,yes,weekly,1587,yes,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person_8349,Gujarat,Bhavnagar,3793,yes,141,26-50%,no,7,6,not study,no,1-2 months,5,2,part-time,family,no,none,no,no,monthly,3774,no,yes,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person_3839,Jharkhand,Ramgarh,7742,no,103,51-75%,no,8,5,study,yes,>2 months,2,6,migrant-labour,money-lender,yes,"mobile,fan",yes,no,daily,3863,yes,no,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_2454,Rajasthan,Udaipur,6499,yes,192,26-50%,no,7,4,not study,no,1-2 months,3,4,migrant-labour,money-lender,no,mobile,no,no,weekly,2854,no,yes,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_3339,Jharkhand,Hazaribagh,5897,no,95,0-25%,yes,2,0,not study,no,>2 months,1,1,unemployed,savings,yes,"mobile,tv",no,yes,weekly,663,yes,no,LPG,availability,5kg,376.92307692307696,High Risk
Person 14,Maharashtra,Thane,10433,yes,0,51-75%,yes,4,2,working,no,5-6 months,3,3,domestic-worker,family,yes,vehicle,yes,yes,daily,0,no,no,LPG,availability,14kg,446.1538461538462,Medium Risk
Person_2709,Gujarat,Ahmedabad,10743,no,78,0-25%,yes,4,1,not study,no,1-2 months,2,2,migrant-labour,savings,no,tv,no,yes,daily,1612,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person 46,Maharashtra,Nagpur,15530,no,200,>75%,yes,4,0,study,no,3-4 months,1,3,daily-wager,family,yes,mobile,no,no,weekly,500,no,yes,LPG,availability,14kg,169.23076923076923,High Risk
Person 40,Karnataka,Mysuru,9182,yes,100,25-50%,no,3,1,working,yes,1-2 months,3,0,vendor,savings,no,vehicle,no,yes,weekly,0,yes,yes,LPG,cost,5kg,723.0769230769231,Low Risk
Person_5595,Rajasthan,Sikar,11565,yes,56,51-75%,yes,2,0,study,yes,1-2 months,1,1,farmer,savings,no,"mobile,fan",yes,yes,monthly,869,yes,no,LPG,none,5kg,653.8461538461539,Medium Risk
Person_7920,Bihar,Muzaffarpur,6534,no,124,51-75%,no,5,2,not study,yes,1-2 months,1,4,unemployed,family,no,tv,yes,no,weekly,5000,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person 82,Maharashtra,Pune,8561,no,50,25-50%,no,6,3,working,yes,1-2 months,1,4,driver,none,no,mobile,yes,yes,monthly,500,no,yes,LPG,none,14kg,446.1538461538462,Medium Risk
Person 78,Uttar Pradesh,Kanpur,18927,no,200,25-50%,no,4,1,study,no,1-2 months,1,1,vendor,savings,no,none,yes,no,monthly,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person 38,Uttar Pradesh,Jhansi,16256,no,50,25-50%,yes,5,2,working,no,3-4 months,1,2,driver,none,yes,vehicle,no,yes,weekly,500,no,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person 29,Karnataka,Hubli,19213,yes,100,<25%,no,5,3,working,no,5-6 months,3,2,labourer,savings,yes,vehicle,no,no,weekly,1000,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person_2941,Gujarat,Vadodara,8941,no,163,0-25%,no,4,0,study,no,>2 months,3,1,self-employed,family,yes,"mobile,fan",yes,no,weekly,368,yes,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person_6722,Jharkhand,Deoghar,12684,yes,153,51-75%,yes,2,1,study,no,1-2 months,1,1,daily-wager,savings,yes,tv,no,no,monthly,2698,yes,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_4076,Rajasthan,Pali,4698,no,70,51-75%,yes,8,0,not study,no,1-2 months,1,7,part-time,savings,no,none,yes,yes,weekly,2618,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_9106,Rajasthan,Jodhpur,11077,yes,200,76-100%,no,4,2,study,yes,<1 month,2,2,unemployed,friends,no,mobile,yes,yes,weekly,236,yes,yes,LPG,distance,14.2kg,584.6153846153845,Medium Risk
Person 59,Karnataka,Bengaluru,14322,no,50,51-75%,no,4,0,study,yes,1-2 months,1,2,domestic-worker,savings,no,land,no,yes,daily,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_7999,Rajasthan,Ajmer,7591,no,38,51-75%,yes,6,1,not study,no,<1 month,5,1,part-time,money-lender,yes,tv,yes,no,monthly,3045,no,no,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person 90,Maharashtra,Pune,4012,yes,50,>75%,yes,3,1,working,yes,1-2 months,3,1,vendor,savings,no,vehicle,yes,yes,weekly,200,yes,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person_2006,Bihar,Arrah,4153,no,38,51-75%,yes,4,3,study,yes,<1 month,3,1,part-time,family,yes,fan,yes,yes,daily,2105,yes,yes,LPG,cost,14.2kg,376.92307692307696,High Risk
Person 69,Karnataka,Bengaluru,9696,no,0,25-50%,yes,8,1,working,yes,5-6 months,3,7,daily-wager,savings,no,mobile,no,yes,monthly,0,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person 38,Maharashtra,Nashik,9986,no,100,25-50%,yes,5,1,study,yes,3-4 months,1,4,driver,savings,no,mobile,no,yes,monthly,0,yes,no,LPG,cost,14kg,584.6153846153845,Medium Risk
Person 90,Uttar Pradesh,Agra,6168,yes,0,>75%,no,3,0,working,yes,3-4 months,1,0,cleaner,savings,no,land,yes,yes,weekly,500,no,yes,LPG,cost,5kg,584.6153846153845,Medium Risk
Person_3198,Jharkhand,Bokaro,14640,yes,63,51-75%,no,5,0,not study,yes,1-2 months,1,4,unemployed,family,yes,tv,no,no,daily,2538,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_6893,Jharkhand,Ranchi,8026,no,102,76-100%,no,6,5,not study,no,1-2 months,5,1,self-employed,family,no,"mobile,fan",no,no,daily,3960,no,no,LPG,cost,5kg,792.3076923076924,Low Risk
Person_1336,Rajasthan,Ajmer,9050,yes,29,0-25%,yes,2,1,study,yes,<1 month,1,1,part-time,family,yes,fan,yes,yes,daily,933,yes,yes,LPG,distance,5kg,307.69230769230774,High Risk
Person 62,Karnataka,Hubli,12151,no,100,>75%,no,5,1,study,yes,5-6 months,1,2,security-guard,none,no,land,no,no,weekly,500,yes,no,LPG,cost,14kg,653.8461538461539,Medium Risk
Person_3860,Rajasthan,Ajmer,10375,yes,176,26-50%,no,8,2,not study,yes,>2 months,7,1,migrant-labour,friends,no,fan,yes,no,monthly,1625,yes,no,LPG,cost,5kg,861.5384615384615,Low Risk
Person_7717,Rajasthan,Ajmer,13329,yes,179,26-50%,no,2,0,study,yes,1-2 months,1,1,daily-wager,money-lender,no,"mobile,tv",no,yes,monthly,4153,no,no,LPG,none,14.2kg,792.3076923076924,Low Risk
Person_4867,Rajasthan,Jaipur,4456,no,25,51-75%,yes,2,0,study,yes,<1 month,1,1,migrant-labour,money-lender,no,tv,no,no,monthly,4306,no,yes,LPG,availability,14.2kg,238.46153846153848,High Risk
Person_3886,Jharkhand,Bokaro,8241,yes,69,26-50%,yes,5,2,study,yes,1-2 months,2,3,self-employed,savings,yes,"mobile,tv",no,yes,weekly,162,yes,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person_4367,Gujarat,Surat,12740,yes,71,0-25%,yes,3,2,not study,yes,>2 months,1,2,unemployed,money-lender,no,none,no,yes,monthly,924,no,no,LPG,none,5kg,584.6153846153845,Medium Risk
Person_5770,Gujarat,Gandhinagar,4608,no,120,51-75%,no,6,1,study,no,>2 months,5,1,farmer,savings,yes,"mobile,tv",yes,yes,daily,3224,no,yes,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_5831,Jharkhand,Ramgarh,5530,no,174,26-50%,no,2,0,not study,yes,1-2 months,1,1,daily-wager,money-lender,yes,"mobile,fan",yes,no,daily,933,no,yes,LPG,distance,14.2kg,169.23076923076923,High Risk
Person_3492,Gujarat,Vadodara,11571,no,132,26-50%,yes,4,2,study,yes,1-2 months,2,2,unemployed,savings,yes,"mobile,tv",yes,yes,daily,3424,no,no,LPG,distance,14.2kg,446.1538461538462,Medium Risk
Person 80,Uttar Pradesh,Bareilly,7026,yes,100,>75%,yes,4,0,study,yes,5-6 months,2,3,vendor,none,no,land,yes,yes,daily,1000,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_3424,Bihar,Muzaffarpur,9238,no,182,0-25%,yes,4,0,study,no,1-2 months,3,1,self-employed,friends,no,tv,yes,no,monthly,2897,no,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person 24,Maharashtra,Nashik,8334,no,200,51-75%,yes,4,2,study,yes,5-6 months,3,2,vendor,savings,yes,none,no,no,weekly,1000,no,no,LPG,none,14kg,446.1538461538462,Medium Risk
Person_3120,Rajasthan,Jodhpur,12134,yes,115,26-50%,yes,4,3,study,no,1-2 months,3,1,unemployed,savings,no,fan,no,yes,weekly,2541,yes,yes,LPG,distance,5kg,653.8461538461539,Medium Risk
Person_3339,Jharkhand,Hazaribagh,5897,no,95,0-25%,yes,2,0,not study,no,>2 months,1,1,unemployed,savings,yes,"mobile,tv",no,yes,weekly,663,yes,no,LPG,availability,5kg,376.92307692307696,High Risk
Person 83,Maharashtra,Nashik,15051,no,100,<25%,yes,7,3,study,no,5-6 months,2,5,vendor,none,yes,mobile,no,no,weekly,500,yes,yes,LPG,none,14kg,238.46153846153848,High Risk
Person_8148,Bihar,Begusarai,8347,no,21,26-50%,no,4,3,not study,no,>2 months,1,3,unemployed,money-lender,no,"mobile,fan",no,no,daily,186,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person 19,Uttar Pradesh,Meerut,13397,no,100,25-50%,yes,6,0,study,no,3-4 months,1,4,vendor,none,no,vehicle,no,yes,monthly,200,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person 14,Maharashtra,Thane,10433,yes,0,51-75%,yes,4,2,working,no,5-6 months,3,3,domestic-worker,family,yes,vehicle,yes,yes,daily,0,no,no,LPG,availability,14kg,446.1538461538462,Medium Risk
Person_3198,Jharkhand,Bokaro,14640,yes,63,51-75%,no,5,0,not study,yes,1-2 months,1,4,unemployed,family,yes,tv,no,no,daily,2538,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_2695,Rajasthan,Bhilwara,6014,no,12,76-100%,yes,3,0,study,no,>2 months,1,2,self-employed,family,no,"mobile,fan",no,yes,monthly,106,no,yes,LPG,cost,5kg,238.46153846153848,High Risk
Person_7579,Gujarat,Bhavnagar,8901,yes,60,26-50%,yes,6,0,study,yes,<1 month,1,5,migrant-labour,family,yes,mobile,no,yes,weekly,4736,no,no,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_2941,Gujarat,Vadodara,8941,no,163,0-25%,no,4,0,study,no,>2 months,3,1,self-employed,family,yes,"mobile,fan",yes,no,weekly,368,yes,no,LPG,distance,14.2kg,653.8461538461539,Medium Risk
Person 39,Uttar Pradesh,Gorakhpur,18528,no,50,25-50%,yes,3,1,study,yes,1-2 months,1,1,vendor,none,no,none,no,no,daily,0,yes,no,LPG,none,14kg,584.6153846153845,Medium Risk
Person_2050,Rajasthan,Kota,9597,yes,112,0-25%,no,5,4,not study,yes,1-2 months,2,3,unemployed,friends,no,"mobile,tv",yes,yes,daily,4216,no,no,LPG,distance,5kg,792.3076923076924,Low Risk
Person 85,Maharashtra,Thane,5677,no,100,<25%,no,6,2,working,no,1-2 months,1,3,labourer,none,yes,none,yes,no,daily,0,yes,no,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_1673,Bihar,Bhagalpur,7334,yes,117,51-75%,no,5,0,not study,yes,>2 months,4,1,migrant-labour,family,no,"mobile,fan",no,no,daily,4070,no,no,LPG,availability,14.2kg,792.3076923076924,Low Risk
